user_id,group
23557,5
94883,1
101486,1
101961,2
106907,3
118043,2
120851,5
125845,1
133058,4
149058,2
152583,1
153982,1
160754,1
164522,5
167852,4
171470,3
174997,3
175032,1
181157,2
182191,4
187212,1
189676,5
190866,2
195192,1
204943,3
204997,3
205044,2
206011,2
216796,4
217114,4
217136,1
220725,3
224996,1
226367,1
228195,4
228872,1
229009,3
229108,4
229330,2
232647,1
249521,1
252835,2
258451,4
264470,1
276512,1
281952,1
283325,1
290123,2
297546,2
298253,1
299476,1
306165,4
306819,3
312488,1
313724,3
316527,2
317688,2
322867,1
324191,1
328590,3
330764,3
330893,1
331039,4
334787,1
337227,4
338086,1
340166,4
343928,0
347778,2
348817,2
348863,4
349132,1
350648,3
353271,1
353694,1
354050,2
354260,1
354311,1
354950,1
356046,1
357737,3
359072,3
359080,0
359653,1
361459,1
361759,2
363535,3
365825,3
371201,1
372970,1
373489,0
374331,5
374340,0
374341,5
375160,4
375729,1
375751,1
376159,1
377069,4
377411,1
378565,5
379543,1
380434,1
380436,1
380757,1
380874,1
380949,3
381259,1
381465,3
382181,1
382384,1
382533,4
385689,2
386255,4
386469,4
386914,3
387282,5
387783,1
388328,2
388767,1
388947,1
389434,3
389662,1
389759,2
390811,1
392453,1
395202,5
395981,1
396552,2
399137,2
399218,1
399799,2
400275,1
400582,2
400899,2
401245,1
402332,1
402978,2
403881,2
404879,2
405305,1
406210,0
407118,3
407250,2
407275,2
407434,5
407642,1
408551,1
409073,1
411179,3
411701,1
413128,2
413340,1
413418,1
413658,3
414128,2
415282,1
415381,1
415581,1
416319,1
416580,3
417679,2
418329,5
418488,2
418692,3
420648,1
420669,3
421247,2
421515,1
421666,3
421700,1
421870,6
422066,2
422668,4
423042,3
423413,5
424553,3
425632,1
425653,4
425953,2
425966,1
426478,4
427426,1
427506,3
428056,2
428552,1
428858,3
429345,4
429375,3
430722,3
431144,1
431337,1
431602,3
431746,1
431899,3
431912,1
432333,1
432637,1
432941,2
433080,2
433339,5
433905,5
434238,1
434623,3
435231,1
435596,1
435669,1
435837,4
435882,3
436320,1
436894,1
437069,2
437162,3
437251,1
437539,2
437549,1
438189,2
438406,2
438551,3
438596,1
438839,1
438937,1
438985,3
438995,4
439052,2
439120,1
439363,2
440212,1
440655,1
441200,1
441205,1
441448,1
441457,1
441982,2
442484,1
442718,2
442812,4
442819,1
442833,2
443305,1
443453,2
443598,1
443652,2
444387,1
444885,1
445351,2
445515,1
446124,2
446138,3
446473,1
446933,2
447053,1
447591,1
447737,1
447951,1
448025,1
448154,1
448295,1
448467,5
448564,2
449033,2
449326,1
449619,2
449804,1
449980,4
450164,2
450193,5
450305,1
450615,2
451291,2
451674,4
452034,3
452532,3
452594,2
452612,3
453143,2
453168,2
454264,1
454430,1
454616,1
454661,1
454920,2
454934,3
454955,1
456226,2
456318,1
456663,1
456671,1
457468,2
457599,2
457967,4
458479,3
458688,3
458725,4
458762,1
458814,2
458855,1
458919,1
459229,2
459486,1
459645,1
460072,1
460181,1
460553,3
460625,3
461559,2
461744,1
461791,1
462127,1
462456,2
462894,1
463652,1
463698,2
463783,2
463867,1
463910,2
464080,1
464160,1
464239,1
464542,1
464597,5
464614,3
464673,2
464782,1
464855,3
465138,2
465343,1
465531,1
465568,4
465731,3
466205,2
466342,5
466723,3
467007,6
467092,4
467339,1
467809,1
467892,3
468106,2
468370,2
468409,3
468666,1
468801,1
468808,2
468832,3
469237,4
469418,4
469440,3
469464,2
469699,1
469767,2
469824,1
471077,2
471161,1
471186,1
471500,1
471565,5
471649,4
471687,2
471717,1
471935,1
471946,4
471973,4
472394,1
472446,1
472614,1
472713,2
472785,1
472966,1
473332,2
473343,1
473402,3
473467,2
473568,1
473712,2
473847,1
474007,4
474120,3
474239,4
474261,5
474278,4
474384,2
474464,1
474546,2
474951,2
474980,1
475060,1
475130,2
475467,1
475531,2
476081,2
476104,2
476124,1
476173,5
476270,1
476393,1
476436,2
476535,2
476665,2
476693,2
476714,2
476742,1
476916,4
476956,1
477285,1
477316,2
477597,1
477730,2
477805,4
478003,1
478146,3
478188,1
478228,1
478291,1
478533,1
478585,2
478760,3
478801,1
478834,4
479071,2
479078,1
479101,1
479254,1
479524,4
479785,4
480186,4
480313,3
480331,1
480690,2
480796,1
480877,2
480895,3
480975,4
481050,1
481245,1
481292,2
481358,6
481554,2
481622,2
481772,5
481781,4
482264,2
482335,4
482424,2
482548,3
482602,2
482621,1
482630,1
482744,2
482811,4
483224,1
483237,2
483345,2
483480,2
483483,1
483525,1
483603,2
483928,2
483982,1
484249,5
484342,4
484418,1
484987,2
485149,1
485260,1
485393,4
485505,1
485518,4
485536,4
485544,2
485591,2
485658,3
485780,5
485785,1
485891,3
485894,5
486046,4
486113,1
486191,4
486261,1
486268,4
486270,1
486366,1
486447,4
486454,1
486605,1
486671,2
486751,3
486823,1
487002,1
487036,1
487040,1
487101,2
487276,2
487352,1
487453,3
487637,1
487680,3
487715,3
487858,1
487954,2
488009,1
488099,4
488246,4
488314,3
488410,1
488430,4
488462,2
488480,3
488511,5
488529,1
488539,4
488672,2
488827,2
488865,1
488870,3
488918,2
488974,1
489096,1
489131,4
489575,2
489635,2
489661,4
489730,2
489785,1
489786,4
489802,1
489844,1
489852,1
489949,3
489953,2
489992,1
490040,2
490107,2
490133,2
490201,1
490348,1
490358,1
490517,1
490576,1
490608,1
490629,2
490671,2
491003,1
491124,2
491141,2
491175,2
491182,2
491241,1
491266,1
491559,1
491597,1
491617,2
491706,1
491772,2
491925,2
491930,1
491995,3
492209,2
492211,1
492287,1
492371,1
492497,4
492614,4
492999,1
493177,2
493409,2
493476,4
493718,2
494294,2
494374,1
494382,2
494441,4
494463,1
494484,5
494590,2
494630,4
494680,2
494704,2
494985,2
495029,3
495042,2
495080,1
495272,1
495273,2
495386,1
495482,2
495592,4
495603,2
495727,2
496016,2
496074,4
496273,2
496286,2
496332,2
496382,2
496408,3
496566,2
496899,3
496972,1
497042,2
497077,3
497108,1
497225,2
497475,6
497615,1
497678,1
497680,1
497829,1
497915,2
498154,1
498199,1
498287,2
498298,5
498357,2
498363,1
498500,3
498574,2
498607,1
498665,3
498857,1
498931,5
499028,1
499038,2
499252,1
499313,1
499366,2
499375,2
499379,1
499461,1
499475,1
499633,2
499634,1
499659,3
499669,1
499751,2
499760,4
499780,4
499810,1
499847,2
499969,4
499979,2
499990,3
500078,1
500196,1
500243,4
500257,1
500288,4
500299,4
500493,5
500532,4
500646,5
500745,2
500773,2
500791,4
500828,1
500972,1
500974,2
501087,1
501125,1
501184,2
501322,2
501344,4
501436,3
501512,1
501708,4
501735,1
501764,1
501780,4
501794,2
501817,2
501830,1
501897,4
501947,3
502063,1
502145,2
502210,3
502212,1
502353,2
502412,1
502435,1
502444,2
502609,2
502626,1
502799,2
502819,4
502826,1
502847,2
502850,4
502875,1
502995,4
503042,1
503049,4
503058,1
503126,4
503161,4
503277,1
503342,3
503418,2
503483,4
503621,5
503760,2
503773,4
503918,4
503928,1
503945,1
503973,2
504081,1
504133,5
504240,2
504299,1
504320,1
504371,2
504435,3
504473,1
504579,4
504610,1
504665,1
504669,1
504786,1
504859,1
504892,5
504916,4
504936,2
504945,2
505062,1
505066,4
505172,3
505230,1
505285,2
505289,1
