user_id,group
23557,1
94883,3
101486,1
101961,3
106907,2
118043,3
120851,1
125845,3
133058,1
149058,3
152583,1
153982,3
160754,1
164522,1
167852,1
171470,2
174997,2
175032,3
181157,3
182191,1
187212,3
189676,3
190866,3
195192,2
204943,2
204997,2
205044,3
206011,3
216796,1
217114,1
217136,1
220725,2
224996,1
226367,3
228195,1
228872,1
229009,2
229108,2
229330,3
232647,1
249521,3
252835,3
258451,2
264470,3
276512,1
281952,3
283325,1
290123,3
297546,3
298253,1
299476,1
306165,1
306819,2
312488,1
313724,2
316527,3
317688,3
322867,1
324191,1
328590,2
330764,2
330893,3
331039,2
334787,3
337227,1
338086,1
340166,1
343928,0
347778,3
348817,3
348863,1
349132,3
350648,2
353271,1
353694,1
354050,3
354260,3
354311,1
354950,1
356046,3
357737,2
359072,2
359080,3
359653,3
361459,1
361759,3
363535,2
365825,2
371201,1
372970,3
373489,0
374331,2
374340,0
374341,1
375160,1
375729,3
375751,3
376159,1
377069,1
377411,3
378565,3
379543,3
380434,3
380436,1
380757,3
380874,3
380949,2
381259,1
381465,2
382181,3
382384,1
382533,1
385689,3
386255,1
386469,1
386914,2
387282,1
387783,3
388328,3
388767,1
388947,3
389434,2
389662,3
389759,3
390811,3
392453,1
395202,1
395981,3
396552,3
399137,3
399218,1
399799,3
400275,1
400582,3
400899,3
401245,3
402332,3
402978,3
403881,3
404879,3
405305,3
406210,0
407118,2
407250,3
407275,3
407434,1
407642,1
408551,1
409073,3
411179,2
411701,1
413128,3
413340,3
413418,3
413658,2
414128,3
415282,3
415381,3
415581,3
416319,1
416580,2
417679,3
418329,3
418488,3
418692,2
420648,3
420669,2
421247,3
421515,1
421666,2
421700,3
421870,0
422066,3
422668,1
423042,2
423413,1
424553,2
425632,3
425653,1
425953,3
425966,3
426478,2
427426,3
427506,2
428056,3
428552,1
428858,2
429345,1
429375,2
430722,2
431144,1
431337,3
431602,2
431746,1
431899,2
431912,1
432333,1
432637,3
432941,3
433080,3
433339,1
433905,1
434238,1
434623,2
435231,1
435596,3
435669,3
435837,1
435882,2
436320,1
436894,1
437069,3
437162,2
437251,3
437539,3
437549,3
438189,3
438406,3
438551,2
438596,1
438839,3
438937,1
438985,2
438995,1
439052,3
439120,1
439363,3
440212,1
440655,3
441200,3
441205,1
441448,1
441457,3
441982,3
442484,3
442718,3
442812,1
442819,1
442833,3
443305,1
443453,3
443598,3
443652,3
444387,3
444885,1
445351,3
445515,3
446124,3
446138,2
446473,3
446933,3
447053,1
447591,1
447737,3
447951,1
448025,1
448154,3
448295,1
448467,1
448564,3
449033,3
449326,3
449619,3
449804,3
449980,1
450164,3
450193,3
450305,3
450615,3
451291,3
451674,1
452034,2
452532,2
452594,3
452612,2
453143,3
453168,3
454264,1
454430,3
454616,1
454661,3
454920,3
454934,2
454955,1
456226,3
456318,1
456663,1
456671,1
457468,3
457599,3
457967,1
458479,2
458688,2
458725,1
458762,3
458814,3
458855,3
458919,3
459229,3
459486,1
459645,1
460072,1
460181,1
460553,2
460625,2
461559,3
461744,1
461791,3
462127,1
462456,3
462894,1
463652,1
463698,3
463783,3
463867,1
463910,3
464080,1
464160,3
464239,3
464542,1
464597,1
464614,2
464673,3
464782,1
464855,2
465138,3
465343,3
465531,1
465568,1
465731,2
466205,3
466342,1
466723,2
467007,0
467092,1
467339,3
467809,3
467892,2
468106,3
468370,3
468409,2
468666,3
468801,3
468808,3
468832,2
469237,1
469418,1
469440,2
469464,3
469699,1
469767,3
469824,3
471077,3
471161,3
471186,3
471500,1
471565,1
471649,1
471687,3
471717,3
471935,3
471946,1
471973,1
472394,1
472446,1
472614,1
472713,3
472785,3
472966,1
473332,3
473343,3
473402,2
473467,3
473568,1
473712,3
473847,1
474007,1
474120,2
474239,1
474261,3
474278,1
474384,3
474464,3
474546,3
474951,3
474980,3
475060,1
475130,3
475467,3
475531,3
476081,3
476104,3
476124,3
476173,1
476270,3
476393,3
476436,3
476535,3
476665,3
476693,3
476714,3
476742,1
476916,1
476956,3
477285,1
477316,3
477597,3
477730,3
477805,1
478003,3
478146,2
478188,3
478228,3
478291,1
478533,1
478585,3
478760,2
478801,3
478834,1
479071,3
479078,1
479101,1
479254,3
479524,1
479785,1
480186,1
480313,2
480331,3
480690,3
480796,3
